ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
C71FFF1AF1F40A4F,electric_bike,2024-04-26 15:41:03.000000 UTC,2024-04-26 15:43:50.000000 UTC,,,,,42.0,-87.68,42.0,-87.69,casual
CF987994D8138B70,electric_bike,2024-04-10 08:27:36.000000 UTC,2024-04-10 08:27:38.000000 UTC,,,,,42.0,-87.67,42.0,-87.67,member
D948ADF9542E60E5,electric_bike,2024-09-24 17:59:53.872000 UTC,2024-09-24 18:01:33.842000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
29E79D0C09C31748,electric_bike,2024-09-17 18:13:45.200000 UTC,2024-09-17 18:23:18.012000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
31DE87840BF9ACDB,electric_bike,2024-09-06 18:23:48.859000 UTC,2024-09-06 19:11:04.702000 UTC,,,,,41.88,-87.62,42.0,-87.66,member
35ADD4406175D47C,electric_bike,2024-11-05 21:19:43.975000 UTC,2024-11-05 21:23:45.910000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
70475924AEEA0D3B,electric_bike,2024-03-28 07:50:01.000000 UTC,2024-03-28 07:52:03.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
E5ED62D6A8C86C22,electric_bike,2024-03-06 22:18:30.000000 UTC,2024-03-06 22:45:13.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
D2D5D1A3A04E738B,electric_bike,2024-04-20 17:51:42.000000 UTC,2024-04-20 18:02:41.000000 UTC,,,,,42.01,-87.66,42.0,-87.66,casual
4BA2976D4BDD8911,electric_bike,2023-12-09 10:41:55.000000 UTC,2023-12-09 10:46:34.000000 UTC,,,,,41.99,-87.67,42.0,-87.67,casual
813577562EDC7D1A,electric_scooter,2024-09-09 11:49:29.639000 UTC,2024-09-09 11:59:21.024000 UTC,,,,,41.99,-87.71,42.0,-87.71,casual
2423D88597D94ED8,electric_bike,2024-06-11 17:32:03.468000 UTC,2024-06-11 17:42:37.613000 UTC,,,,,41.98,-87.67,42.0,-87.66,member
4521AB69EE882492,electric_bike,2024-10-12 00:04:04.882000 UTC,2024-10-12 00:10:39.456000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
C16CB5418BEE22AA,electric_bike,2024-10-03 19:09:13.791000 UTC,2024-10-03 19:11:34.593000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
587A0ADDC62E87FF,electric_bike,2024-03-23 22:34:37.000000 UTC,2024-03-23 22:46:12.000000 UTC,,,,,42.01,-87.67,42.0,-87.69,member
F3AE320B94E37FE1,electric_scooter,2024-09-05 22:33:25.820000 UTC,2024-09-05 22:45:40.791000 UTC,,,,,42.0,-87.67,42.0,-87.67,casual
7FFBAC1BB05461A1,electric_bike,2024-09-28 18:32:22.448000 UTC,2024-09-28 18:56:46.567000 UTC,,,,,41.96,-87.65,42.0,-87.67,member
7E1937673E731097,electric_bike,2024-08-26 09:31:08.355000 UTC,2024-08-26 09:31:09.653000 UTC,,,,,42.0,-87.7,42.0,-87.7,casual
0AAD639C03274EF3,electric_bike,2024-08-06 21:52:05.437000 UTC,2024-08-06 22:00:46.913000 UTC,,,,,42.01,-87.7,42.0,-87.68,member
891FD63C406879F7,electric_bike,2023-12-27 19:56:51.000000 UTC,2023-12-27 20:00:54.000000 UTC,,,,,42.01,-87.67,42.0,-87.67,member
B84A32BCED925C44,electric_bike,2024-06-16 10:29:41.999000 UTC,2024-06-16 10:48:00.976000 UTC,,,,,41.96,-87.65,42.0,-87.67,casual
4DC96E96ED9688B8,electric_bike,2024-11-15 16:39:14.596000 UTC,2024-11-15 16:48:29.148000 UTC,,,,,41.97,-87.68,42.0,-87.67,member
09447C10FB443FC9,electric_bike,2024-04-16 14:42:48.000000 UTC,2024-04-16 14:43:04.000000 UTC,,,,,42.0,-87.67,42.0,-87.67,casual
366C00060EEA65EF,electric_bike,2024-04-22 22:40:19.000000 UTC,2024-04-22 22:57:35.000000 UTC,,,,,41.95,-87.66,42.0,-87.69,casual
3E39263B07F22104,electric_bike,2024-06-22 17:35:33.064000 UTC,2024-06-22 17:40:16.741000 UTC,,,,,42.0,-87.66,42.0,-87.67,casual
386FAE10A8CB4ED5,electric_bike,2024-03-06 13:55:45.000000 UTC,2024-03-06 14:07:32.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
C6BE0DCE5EECF421,electric_bike,2024-08-04 03:12:19.501000 UTC,2024-08-04 03:33:00.367000 UTC,,,,,41.96,-87.65,42.0,-87.69,casual
6CFA73AAA225CE28,electric_scooter,2024-09-25 20:25:34.288000 UTC,2024-09-25 20:45:07.877000 UTC,,,,,41.99,-87.67,42.0,-87.7,casual
4DDB27684E22E5E2,electric_bike,2024-05-12 14:27:50.000000 UTC,2024-05-12 14:27:51.000000 UTC,,,,,42.0,-87.67,42.0,-87.67,member
28100F3D7D557676,electric_bike,2024-07-04 18:10:54.148000 UTC,2024-07-04 19:20:22.544000 UTC,,,,,42.0,-87.82,42.0,-87.82,casual
0BBFB2E505E33548,electric_bike,2024-06-21 20:34:24.327000 UTC,2024-06-21 21:59:32.306000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
288063032313607F,electric_bike,2024-08-01 21:27:02.424000 UTC,2024-08-01 21:29:11.437000 UTC,,,,,41.99,-87.66,42.0,-87.66,member
E6BFD0ADDAEA04F2,electric_bike,2024-05-23 21:06:21.000000 UTC,2024-05-23 22:03:40.000000 UTC,,,,,41.9,-87.63,42.0,-87.67,member
8AD9A92F1AC063C1,electric_bike,2024-08-16 15:52:28.510000 UTC,2024-08-16 16:03:05.577000 UTC,,,,,42.02,-87.67,42.0,-87.67,casual
840137EA2626FB98,electric_bike,2023-12-03 13:20:23.000000 UTC,2023-12-03 13:31:35.000000 UTC,,,,,42.01,-87.67,42.0,-87.66,member
BE324B038323244D,electric_bike,2023-12-13 14:20:32.000000 UTC,2023-12-13 14:53:00.000000 UTC,,,,,41.94,-87.65,42.0,-87.67,member
D6F3EF65B93756B6,electric_bike,2024-09-24 08:30:08.671000 UTC,2024-09-24 08:34:24.165000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
0018BDA702035460,electric_bike,2024-06-10 09:01:00.593000 UTC,2024-06-10 09:44:42.632000 UTC,,,,,41.98,-87.75,42.0,-87.77,casual
5CBD0FC67B148F1A,electric_bike,2024-06-05 18:58:13.101000 UTC,2024-06-05 19:01:30.373000 UTC,,,,,42.01,-87.67,42.0,-87.66,member
D7F226E38A0FFDC6,electric_bike,2024-08-11 00:56:13.666000 UTC,2024-08-11 01:10:21.237000 UTC,,,,,42.01,-87.66,42.0,-87.67,member
AB5689814CDEB99C,electric_bike,2023-12-03 01:33:05.000000 UTC,2023-12-03 01:37:29.000000 UTC,,,,,42.01,-87.67,42.0,-87.67,member
A711755B7A8A9D23,electric_bike,2024-06-22 12:06:28.628000 UTC,2024-06-22 12:14:54.256000 UTC,,,,,42.02,-87.71,42.0,-87.71,member
A05EE805D6A426DA,electric_bike,2024-03-15 20:18:58.000000 UTC,2024-03-15 20:34:09.000000 UTC,,,,,42.03,-87.7,42.0,-87.71,casual
63FA937D9F80B740,electric_bike,2024-09-05 11:37:46.210000 UTC,2024-09-05 11:52:45.673000 UTC,,,,,41.97,-87.71,42.0,-87.72,casual
81693992DBC2E992,electric_bike,2024-10-30 15:48:25.804000 UTC,2024-10-30 16:06:12.212000 UTC,,,,,42.01,-87.69,42.0,-87.67,casual
6EE7D7F7AA3D359D,electric_bike,2024-04-19 19:31:40.000000 UTC,2024-04-19 19:38:25.000000 UTC,,,,,42.01,-87.67,42.0,-87.66,casual
7341C934BB42FEC7,electric_bike,2024-10-27 12:17:59.085000 UTC,2024-10-27 12:29:04.189000 UTC,,,,,41.98,-87.78,42.0,-87.77,member
D9113A2334AE1C50,electric_bike,2024-09-24 22:09:11.672000 UTC,2024-09-24 22:16:05.964000 UTC,,,,,41.99,-87.67,42.0,-87.66,member
69707A11AFCED244,electric_bike,2024-09-01 11:30:53.351000 UTC,2024-09-01 11:38:16.369000 UTC,,,,,41.99,-87.71,42.0,-87.71,casual
8548AB8DD521CB5E,electric_bike,2024-06-09 11:53:01.900000 UTC,2024-06-09 11:59:39.663000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
BA64FD6CCAAEDD57,electric_bike,2024-11-12 08:19:42.308000 UTC,2024-11-12 08:36:42.318000 UTC,,,,,41.97,-87.68,42.0,-87.71,member
F726CFFB5E942E77,electric_bike,2024-08-22 20:56:04.883000 UTC,2024-08-22 21:18:37.905000 UTC,,,,,42.0,-87.72,42.0,-87.66,casual
E1D7FEECE14C1902,electric_bike,2024-08-09 20:09:36.917000 UTC,2024-08-09 20:09:38.430000 UTC,,,,,42.0,-87.69,42.0,-87.69,member
8D328D18CC865216,electric_bike,2024-05-05 19:58:56.000000 UTC,2024-05-05 20:02:51.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
1B9C6BACF07042F6,electric_bike,2024-04-16 17:48:22.000000 UTC,2024-04-16 17:52:08.000000 UTC,,,,,42.01,-87.66,42.0,-87.66,member
96325F9470BA5B73,electric_bike,2024-01-27 03:51:49.000000 UTC,2024-01-27 03:55:07.000000 UTC,,,,,42.0,-87.66,42.0,-87.67,casual
E7C5A93AFBE76878,electric_bike,2024-02-28 09:34:57.000000 UTC,2024-02-28 09:55:22.000000 UTC,,,,,42.0,-87.66,42.0,-87.73,casual
BBFBE363B9AEE489,electric_bike,2023-12-26 11:46:31.000000 UTC,2023-12-26 11:50:39.000000 UTC,,,,,42.0,-87.69,42.0,-87.7,member
149E63543A333A9F,electric_bike,2024-09-17 12:53:41.426000 UTC,2024-09-17 13:13:27.729000 UTC,,,,,42.0,-87.71,42.0,-87.71,casual
6F6B973A24FFEF9D,electric_bike,2024-06-28 12:15:41.405000 UTC,2024-06-28 12:22:48.697000 UTC,,,,,41.98,-87.66,42.0,-87.66,member
816C9EE6D8485A1B,electric_bike,2024-09-23 11:19:14.006000 UTC,2024-09-23 11:24:00.479000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
70FC4F4891C3F405,electric_bike,2024-07-06 21:43:02.927000 UTC,2024-07-06 22:01:38.165000 UTC,,,,,41.97,-87.7,42.0,-87.67,member
95CF246EAF2B2B5E,electric_bike,2024-06-10 09:06:52.251000 UTC,2024-06-10 09:44:26.456000 UTC,,,,,41.98,-87.75,42.0,-87.77,casual
CC7174E497E8B376,electric_bike,2024-11-02 14:48:28.100000 UTC,2024-11-02 14:55:29.036000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
6DBC47B816FCC14F,electric_scooter,2024-09-15 17:31:52.570000 UTC,2024-09-15 17:45:37.212000 UTC,,,,,41.98,-87.66,42.0,-87.67,member
3F27925B31375D3F,electric_bike,2024-05-10 19:17:21.000000 UTC,2024-05-10 19:21:06.000000 UTC,,,,,42.01,-87.67,42.0,-87.67,casual
694B863BF9476D9C,electric_bike,2024-05-01 13:04:35.000000 UTC,2024-05-01 13:39:42.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
BF32FC07F171DD69,electric_bike,2024-04-13 17:22:21.000000 UTC,2024-04-13 17:39:47.000000 UTC,,,,,41.98,-87.67,42.0,-87.66,casual
5F3C4FE27AD4BDB4,electric_bike,2024-08-02 21:18:03.939000 UTC,2024-08-02 21:42:24.193000 UTC,,,,,41.99,-87.69,42.0,-87.68,casual
C4A514C9823B76EB,electric_bike,2024-07-04 22:11:31.549000 UTC,2024-07-04 22:20:05.556000 UTC,,,,,42.02,-87.66,42.0,-87.67,casual
7124B173344CB858,electric_bike,2024-07-27 22:29:11.338000 UTC,2024-07-27 22:37:14.957000 UTC,,,,,41.98,-87.67,42.0,-87.67,casual
E3B00C1D1304F5CB,electric_bike,2023-12-14 15:08:51.000000 UTC,2023-12-14 15:09:19.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
18216DF8FA5EA0FC,electric_bike,2024-09-25 10:51:57.174000 UTC,2024-09-25 10:56:29.103000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
D7090F190AFFE508,electric_bike,2024-08-02 12:29:50.438000 UTC,2024-08-02 12:31:23.396000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
1A91C1342824B124,electric_bike,2024-05-06 11:30:38.000000 UTC,2024-05-06 11:37:11.000000 UTC,,,,,42.0,-87.67,42.0,-87.67,casual
0B948D288F91128A,electric_bike,2024-05-18 22:52:15.000000 UTC,2024-05-18 23:03:45.000000 UTC,,,,,42.01,-87.68,42.0,-87.69,member
9840F32DBC21118C,electric_bike,2024-05-22 15:39:03.000000 UTC,2024-05-22 16:09:49.000000 UTC,,,,,41.94,-87.7,42.0,-87.69,member
DF8A8C7F2AD994FD,electric_bike,2024-05-27 19:57:48.000000 UTC,2024-05-27 20:25:53.000000 UTC,,,,,41.99,-87.67,42.0,-87.67,member
CE4DBDD131F082CC,electric_bike,2024-08-22 14:39:43.993000 UTC,2024-08-22 14:42:18.754000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
2625260FC74E40AF,electric_bike,2024-10-23 20:22:16.439000 UTC,2024-10-23 20:28:11.032000 UTC,,,,,42.01,-87.67,42.0,-87.7,casual
602FFC322DABAC22,electric_bike,2024-04-13 17:22:48.000000 UTC,2024-04-13 17:39:50.000000 UTC,,,,,41.98,-87.67,42.0,-87.66,casual
D88D2A1E6455C628,electric_bike,2024-08-05 16:53:32.913000 UTC,2024-08-05 16:55:52.136000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
293B63E12615E7AC,electric_bike,2024-04-16 13:54:19.000000 UTC,2024-04-16 14:09:59.000000 UTC,,,,,41.97,-87.66,42.0,-87.66,casual
49A2D0A404459205,electric_bike,2024-08-16 17:48:35.601000 UTC,2024-08-16 18:06:58.515000 UTC,,,,,41.96,-87.66,42.0,-87.67,member
C8E92714189C2690,electric_bike,2024-06-26 21:50:30.576000 UTC,2024-06-26 21:51:23.838000 UTC,,,,,42.0,-87.71,42.0,-87.71,casual
6015E37B6591FF0D,electric_bike,2024-06-26 18:13:26.299000 UTC,2024-06-26 18:34:38.520000 UTC,,,,,41.99,-87.66,42.0,-87.66,member
B4CC4970038C991F,electric_bike,2024-08-12 22:48:19.674000 UTC,2024-08-12 23:27:11.871000 UTC,,,,,41.92,-87.63,42.0,-87.66,casual
7B25E8C1E0618672,electric_bike,2024-05-08 01:54:34.000000 UTC,2024-05-08 02:06:36.000000 UTC,,,,,41.99,-87.66,42.0,-87.69,member
86C9842A395BA04F,electric_bike,2024-05-18 21:10:04.000000 UTC,2024-05-18 21:27:15.000000 UTC,,,,,41.95,-87.65,42.0,-87.67,casual
C996897EE58256C9,electric_bike,2024-05-08 16:04:10.000000 UTC,2024-05-08 16:13:56.000000 UTC,,,,,42.02,-87.67,42.0,-87.68,member
5A36B201BBB869C0,electric_bike,2024-08-09 21:55:28.927000 UTC,2024-08-09 22:01:16.193000 UTC,,,,,42.0,-87.66,42.0,-87.67,member
87259842E3204982,electric_bike,2024-06-19 23:49:07.789000 UTC,2024-06-19 23:52:42.340000 UTC,,,,,42.0,-87.67,42.0,-87.66,casual
B3C809CBA6926ED8,electric_bike,2024-07-30 07:00:56.890000 UTC,2024-07-30 07:07:28.238000 UTC,,,,,41.99,-87.66,42.0,-87.66,member
B0D254CAD3863113,electric_bike,2023-12-12 19:52:29.000000 UTC,2023-12-12 19:55:00.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
2C16361121E216B5,electric_bike,2024-06-22 06:02:48.492000 UTC,2024-06-22 06:04:19.161000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
39E988BEAD053858,electric_bike,2024-02-06 09:44:57.000000 UTC,2024-02-06 09:49:37.000000 UTC,,,,,41.99,-87.71,42.0,-87.72,casual
A20E47E3BE872630,electric_scooter,2024-09-24 07:46:37.977000 UTC,2024-09-24 08:00:47.175000 UTC,,,,,41.98,-87.69,42.0,-87.71,casual
CDA6465FA52B5AB2,electric_bike,2024-09-13 18:11:19.203000 UTC,2024-09-13 18:32:12.867000 UTC,,,,,41.94,-87.65,42.0,-87.67,member
3A796B51CE922651,electric_bike,2024-09-20 17:04:24.573000 UTC,2024-09-20 17:17:32.534000 UTC,,,,,42.0,-87.68,42.0,-87.68,member
D035CC2CE7B1E375,electric_bike,2024-06-26 00:59:04.747000 UTC,2024-06-26 01:05:31.853000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
E57F02D070E5A678,electric_scooter,2024-09-10 11:20:58.780000 UTC,2024-09-10 11:30:26.426000 UTC,,,,,42.0,-87.69,42.0,-87.67,casual
77E8E1E8CEB42FD1,electric_bike,2024-05-20 12:28:18.000000 UTC,2024-05-20 12:32:59.000000 UTC,,,,,41.99,-87.7,42.0,-87.7,casual
6142D0154CE7BE3A,electric_bike,2024-05-25 15:36:51.000000 UTC,2024-05-25 15:40:20.000000 UTC,,,,,42.0,-87.67,42.0,-87.66,casual
D2D78D4B5D09337E,electric_bike,2024-01-18 22:04:49.000000 UTC,2024-01-18 22:15:53.000000 UTC,,,,,42.02,-87.67,42.0,-87.69,member
88C05CDA6EF0BD61,electric_bike,2024-07-02 17:50:42.815000 UTC,2024-07-02 17:58:07.590000 UTC,,,,,41.99,-87.67,42.0,-87.66,member
DCF81D1EA9D8DBAC,electric_bike,2024-09-02 21:40:30.051000 UTC,2024-09-02 21:43:35.251000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
E641248DF54186FA,electric_bike,2024-06-05 00:12:51.958000 UTC,2024-06-05 00:19:23.158000 UTC,,,,,41.99,-87.67,42.0,-87.66,casual
C5BE471787500479,electric_bike,2024-06-27 11:28:18.384000 UTC,2024-06-27 11:46:01.692000 UTC,,,,,41.96,-87.66,42.0,-87.66,member
C7143A218EE740DC,electric_bike,2024-10-01 15:14:48.476000 UTC,2024-10-01 15:16:57.156000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
B4A0B1432F2F4F05,electric_bike,2024-03-23 17:46:07.000000 UTC,2024-03-23 17:49:47.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
26BCD6F385A05F66,electric_bike,2024-09-14 21:24:55.856000 UTC,2024-09-14 22:11:57.931000 UTC,,,,,41.89,-87.62,42.0,-87.67,casual
F699923749D6618E,electric_bike,2024-10-19 13:12:46.720000 UTC,2024-10-19 13:45:44.822000 UTC,,,,,41.9,-87.66,42.0,-87.68,casual
69FFB7FF82772276,electric_bike,2024-01-22 11:27:49.000000 UTC,2024-01-22 11:32:28.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
FDA57B4A7681581A,electric_bike,2024-09-01 10:26:37.801000 UTC,2024-09-01 10:29:14.684000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
AF8AA3E0D4CAB23F,electric_bike,2024-06-20 09:54:55.329000 UTC,2024-06-20 11:24:21.211000 UTC,,,,,42.01,-87.67,42.0,-87.68,member
FE810A8A91F5E7FD,electric_bike,2024-09-08 09:52:02.606000 UTC,2024-09-08 11:32:21.464000 UTC,,,,,42.0,-87.79,42.0,-87.79,casual
878E4F46D39611D1,electric_bike,2024-05-31 18:26:59.000000 UTC,2024-05-31 18:48:18.000000 UTC,,,,,41.95,-87.69,42.0,-87.7,casual
CDFD141D77118BD0,electric_bike,2024-09-20 17:44:37.419000 UTC,2024-09-20 18:04:40.513000 UTC,,,,,41.94,-87.67,42.0,-87.68,member
A55A69D567817E24,electric_bike,2024-10-22 08:09:43.913000 UTC,2024-10-22 08:20:08.865000 UTC,,,,,41.97,-87.66,42.0,-87.68,member
BCBA1C397D9E5AD4,electric_bike,2024-09-10 10:01:36.588000 UTC,2024-09-10 10:20:08.002000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
B0A55B1FE9D26BFF,electric_bike,2024-06-09 16:00:28.772000 UTC,2024-06-09 16:00:47.299000 UTC,,,,,42.0,-87.66,42.0,-87.66,casual
3281B2DBD60D9E07,electric_bike,2024-06-22 00:53:41.431000 UTC,2024-06-22 00:59:59.077000 UTC,,,,,41.99,-87.71,42.0,-87.71,casual
8D1997BD011A92BF,electric_bike,2024-10-15 20:11:14.861000 UTC,2024-10-15 20:13:20.221000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
ECC5B1977F3E5CE4,electric_scooter,2024-09-03 16:14:42.791000 UTC,2024-09-03 16:26:12.542000 UTC,,,,,42.0,-87.7,42.0,-87.7,casual
347C327386B2E44A,electric_bike,2024-09-05 00:47:29.929000 UTC,2024-09-05 00:56:19.581000 UTC,,,,,41.98,-87.66,42.0,-87.66,casual
BB15E302930C78BA,electric_bike,2024-06-14 02:57:52.400000 UTC,2024-06-14 02:59:21.507000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
10A944BA2CED9E4A,electric_bike,2024-10-23 16:25:52.660000 UTC,2024-10-23 16:36:35.778000 UTC,,,,,41.98,-87.68,42.0,-87.66,member
1108A26B617ECE5A,electric_bike,2024-08-21 12:33:45.899000 UTC,2024-08-21 12:38:34.306000 UTC,,,,,42.01,-87.66,42.0,-87.66,member
F78BEEB8E7D2B1A0,electric_scooter,2024-09-25 21:59:48.804000 UTC,2024-09-25 22:21:03.858000 UTC,,,,,42.01,-87.68,42.0,-87.67,casual
0F714CFDB64BA203,electric_bike,2024-05-08 08:05:34.000000 UTC,2024-05-08 08:14:18.000000 UTC,,,,,42.01,-87.69,42.0,-87.68,member
11FE52D4934DA7D7,electric_bike,2024-05-30 11:14:52.000000 UTC,2024-05-30 11:39:31.000000 UTC,,,,,41.96,-87.66,42.0,-87.66,member
57DBCA8764AB374F,electric_bike,2024-07-23 14:40:27.522000 UTC,2024-07-23 14:41:35.786000 UTC,,,,,42.0,-87.82,42.0,-87.82,casual
57FDBE9FD2CA57D9,electric_bike,2024-07-19 20:55:57.178000 UTC,2024-07-19 21:07:51.730000 UTC,,,,,41.97,-87.64,42.0,-87.66,member
644E13634D2C9C2E,electric_bike,2024-07-14 13:57:59.278000 UTC,2024-07-14 14:51:28.683000 UTC,,,,,41.87,-87.62,42.0,-87.66,casual
A9DBF5A454AE5F5B,electric_bike,2023-12-07 17:04:12.000000 UTC,2023-12-07 17:10:53.000000 UTC,,,,,42.0,-87.67,42.0,-87.67,casual
7F3DE97DBDDC6D2B,electric_bike,2023-12-11 12:03:21.000000 UTC,2023-12-11 12:21:53.000000 UTC,,,,,41.97,-87.81,42.0,-87.77,member
0729866B3933E33F,electric_bike,2024-06-08 15:00:37.069000 UTC,2024-06-08 15:03:43.972000 UTC,,,,,42.0,-87.67,42.0,-87.67,member
787F123564A0C8A6,electric_bike,2024-05-03 22:24:49.000000 UTC,2024-05-03 22:32:48.000000 UTC,,,,,42.01,-87.69,42.0,-87.68,member
EA189B995D72B9A1,electric_bike,2024-05-28 08:48:04.000000 UTC,2024-05-28 08:49:00.000000 UTC,,,,,42.0,-87.7,42.0,-87.7,casual
50DF08428656856C,electric_bike,2024-10-26 04:05:14.002000 UTC,2024-10-26 04:14:23.654000 UTC,,,,,41.99,-87.67,42.0,-87.67,casual
164A7F5A17488C6E,electric_bike,2024-08-04 20:52:13.631000 UTC,2024-08-04 20:56:26.707000 UTC,,,,,42.01,-87.67,42.0,-87.67,casual
B27A5DB3BA2CB3E0,electric_bike,2024-08-16 00:51:56.953000 UTC,2024-08-16 00:58:55.857000 UTC,,,,,42.01,-87.66,42.0,-87.67,member
B4BAD31A77E11B05,electric_bike,2023-12-03 17:58:16.000000 UTC,2023-12-03 18:00:55.000000 UTC,,,,,42.0,-87.66,42.0,-87.66,member
